,year,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,production
8172,2017,39.7593,-104.6211,20.195054945054935,5.94258241758241,474.0,391.9,60.61999999999999,761.0,0 days 12:15:32.307692307,21.44697802197803,39.293131868131866,191.8846153846154,6598.2699999999995,1448.9300000000003,2.6
8173,2017,42.153,-71.988,14.5673076923077,6.036538461538459,1133.1,940.7,138.18,1407.0,0 days 12:16:26.043956043,17.147252747252754,41.89862637362639,214.71703296703296,4921.629999999999,873.6600000000001,2.66
8174,2017,38.515,-121.3983,25.053571428571434,11.804945054945044,817.6000000000001,817.6000000000001,0.0,878.0,0 days 12:15:13.846153846,14.550000000000002,33.07802197802198,219.82142857142858,6687.68,1423.46,5.12
8175,2017,38.565,-121.343,25.028846153846153,11.699175824175828,913.2,913.2,0.0,956.0,0 days 12:15:12.857142857,14.442857142857143,32.09835164835163,205.32967032967034,6692.97,1408.2999999999997,4.39
8176,2017,33.2706,-116.3481,31.428296703296688,17.728846153846153,101.3,101.3,0.0,141.0,0 days 12:13:44.670329670,13.496978021978023,32.46181318681319,242.75274725274724,7925.139999999999,1992.1499999999999,14.45
8177,2017,33.9231,-116.53,31.23736263736264,17.692032967032944,163.10000000000002,162.70000000000002,0.28,233.0,0 days 12:13:55.054945054,11.128021978021977,35.297252747252735,209.83516483516485,7782.74,1869.69,5.17
8178,2017,33.145,-112.66,32.54258241758239,18.341758241758235,196.39999999999998,196.39999999999998,0.0,231.0,0 days 12:13:40.879120879,15.431868131868121,32.263186813186806,184.0164835164835,7741.24,2154.66,21.02
8179,2017,33.1456,-112.6591,32.54258241758239,18.341758241758235,196.39999999999998,196.39999999999998,0.0,231.0,0 days 12:13:40.714285714,15.431868131868121,32.263186813186806,184.0164835164835,7741.24,2153.9399999999996,16.29
8180,2017,33.8055,-115.3947,31.232692307692314,19.546978021978017,79.5,79.5,0.0,141.0,0 days 12:13:50.934065934,14.42994505494504,32.457967032967055,203.14835164835165,7827.469999999999,2058.45,609.69
8181,2017,33.8231,-115.3939,31.17774725274726,19.4967032967033,79.5,79.5,0.0,141.0,0 days 12:13:51.923076923,14.42994505494504,32.457967032967055,203.14835164835165,7827.469999999999,2055.75,716.85
8182,2017,34.3028,-78.8358,24.147252747252768,13.689835164835166,1280.1,1273.5,4.619999999999999,1292.0,0 days 12:13:59.505494505,15.578846153846142,35.94835164835163,181.5412087912088,5985.049999999999,1211.32,9.82
8183,2017,40.5458,-74.4964,18.49450549450549,9.551648351648348,1159.2,1060.2,71.19,1246.0,0 days 12:15:53.901098901,16.165384615384607,39.519230769230774,204.5521978021978,5065.23,1026.72,1.37
8184,2017,42.5592,-71.6259,16.05906593406595,6.609065934065932,1050.6,838.0,151.48,1286.0,0 days 12:16:35.274725274,16.515659340659344,40.5,217.14835164835165,4913.0599999999995,931.8599999999999,4.2
8185,2017,33.7862,-81.2736,24.785439560439546,14.018131868131867,1219.0,1216.8,1.6099999999999999,1085.0,0 days 12:13:53.241758241,16.835714285714296,36.30906593406594,178.52472527472528,6065.99,1303.7,13.36
